Condition,StudentId,Session,Measure,Score
AY,86,IP,CosineSimilarity,0
AY,133,DP2,JaccardSimilarity,0.0
AY,133,DP2,CosineSimilarity,0
AY,38,T1,JaccardSimilarity,0.011363636363636364
AY,38,T1,CosineSimilarity,0.00416759332428978
AY,31,T6,JaccardSimilarity,0.13812154696132597
AY,31,T6,CosineSimilarity,0.10594859466689972
AY,47,IP,JaccardSimilarity,0.00641025641025641
AY,47,IP,CosineSimilarity,0.006571914148125527
AY,35,T3,JaccardSimilarity,0.0755813953488372
AY,35,T3,CosineSimilarity,0.05004169006900131
AY,124,DP,JaccardSimilarity,0.0
AY,124,DP,CosineSimilarity,0
AY,49,T4,JaccardSimilarity,0.033707865168539325
AY,49,T4,CosineSimilarity,0.020241952907379276
AY,73,DP2,JaccardSimilarity,0.14035087719298245
AY,73,DP2,CosineSimilarity,0.11610753429738838
AY,107,Pre,JaccardSimilarity,0.0
AY,107,Pre,CosineSimilarity,0
AY,85,T6,JaccardSimilarity,0.03553299492385787
AY,85,T6,CosineSimilarity,0.018821673954593172
AY,102,T3,JaccardSimilarity,0.05714285714285714
AY,102,T3,CosineSimilarity,0.046795473237853595
AY,79,Pre,JaccardSimilarity,0.0
AY,79,Pre,CosineSimilarity,0
AY,106,T6,JaccardSimilarity,0.043010752688172046
AY,106,T6,CosineSimilarity,0.036773209505898505
AY,38,IP,JaccardSimilarity,0.011976047904191617
AY,38,IP,CosineSimilarity,0.003171904061520678
AY,47,T1,JaccardSimilarity,0.023952095808383235
AY,47,T1,CosineSimilarity,0.02271001317161788
AY,43,T4,JaccardSimilarity,0.09345794392523364
AY,43,T4,CosineSimilarity,0.059764285176133206
AY,108,T3,JaccardSimilarity,0.2391304347826087
AY,108,T3,CosineSimilarity,0.19017119187709172
AY,101,T4,JaccardSimilarity,0.02976190476190476
AY,101,T4,CosineSimilarity,0.0313869519672477
AY,86,T1,JaccardSimilarity,0.013157894736842105
AY,86,T1,CosineSimilarity,0.003784316558109688
AY,36,Pre,JaccardSimilarity,0.0
AY,36,Pre,CosineSimilarity,0
AY,19,DP,JaccardSimilarity,0.0
AY,19,DP,CosineSimilarity,0
AY,7,Pre,JaccardSimilarity,0.0
AY,7,Pre,CosineSimilarity,0
AY,7,DP,JaccardSimilarity,0.0
AY,7,DP,CosineSimilarity,0
AY,36,T4,JaccardSimilarity,0.11
AY,36,T4,CosineSimilarity,0.09200293995688323
AY,94,Pre,JaccardSimilarity,0.0
AY,94,Pre,CosineSimilarity,0
AY,139,IP,JaccardSimilarity,0.0
AY,139,IP,CosineSimilarity,0
AY,25,Pre,JaccardSimilarity,0.0
AY,25,Pre,CosineSimilarity,0
AY,78,T6,JaccardSimilarity,0.25
AY,78,T6,CosineSimilarity,0.221530818318249
AY,71,T1,JaccardSimilarity,0.029239766081871343
AY,71,T1,CosineSimilarity,0.014154322715582111
AY,87,Pre,JaccardSimilarity,0.0
AY,87,Pre,CosineSimilarity,0
AY,133,T1,JaccardSimilarity,0.005154639175257732
AY,133,T1,CosineSimilarity,0.0018568081749570024
AY,137,T4,JaccardSimilarity,0.08620689655172414
AY,137,T4,CosineSimilarity,0.07525259860218245
AY,11,DP2,JaccardSimilarity,0.05641025641025641
AY,11,DP2,CosineSimilarity,0.023590235039463982
AY,112,DP,JaccardSimilarity,0.0
AY,112,DP,CosineSimilarity,0
AY,76,T3,JaccardSimilarity,0.17204301075268819
AY,76,T3,CosineSimilarity,0.13380639513051257
AY,91,DP,JaccardSimilarity,0.0
AY,91,DP,CosineSimilarity,0
AY,72,T6,JaccardSimilarity,0.41139240506329117
AY,72,T6,CosineSimilarity,0.3858119572311279
AY,130,T6,JaccardSimilarity,0.1746987951807229
AY,130,T6,CosineSimilarity,0.1554210726663208
AY,139,T1,JaccardSimilarity,0.02717391304347826
AY,139,T1,CosineSimilarity,0.022782296904603386
AY,54,Pre,JaccardSimilarity,0.0
AY,54,Pre,CosineSimilarity,0
AY,114,Pre,JaccardSimilarity,0.0
AY,114,Pre,CosineSimilarity,0
AY,133,IP,JaccardSimilarity,0.0
AY,133,IP,CosineSimilarity,0
AY,25,DP,JaccardSimilarity,0.0
AY,25,DP,CosineSimilarity,0
AY,71,IP,JaccardSimilarity,0.0
AY,71,IP,CosineSimilarity,0
AY,14,DP,JaccardSimilarity,0.0
AY,14,DP,CosineSimilarity,0
AY,102,IP,JaccardSimilarity,0.00625
AY,102,IP,CosineSimilarity,0.001803077310019298
AY,36,T6,JaccardSimilarity,0.20418848167539266
AY,36,T6,CosineSimilarity,0.17954104716570624
AY,111,DP2,JaccardSimilarity,0.017964071856287425
AY,111,DP2,CosineSimilarity,0.011774003672080667
AY,51,DP2,JaccardSimilarity,0.125
AY,51,DP2,CosineSimilarity,0.08761900520239226
AY,125,Pre,JaccardSimilarity,0.0
AY,125,Pre,CosineSimilarity,0
AY,43,T6,JaccardSimilarity,0.08333333333333333
AY,43,T6,CosineSimilarity,0.044528678495411915
AY,35,IP,JaccardSimilarity,0.0
AY,35,IP,CosineSimilarity,0
AY,123,DP,JaccardSimilarity,0.0
AY,123,DP,CosineSimilarity,0
AY,47,T3,JaccardSimilarity,0.03763440860215054
AY,47,T3,CosineSimilarity,0.027711646056772933
AY,61,DP,JaccardSimilarity,0.0
AY,61,DP,CosineSimilarity,0
AY,86,T3,JaccardSimilarity,0.09146341463414634
AY,86,T3,CosineSimilarity,0.0513791296704213
AY,101,T6,JaccardSimilarity,0.08791208791208792
AY,101,T6,CosineSimilarity,0.06917714980468156
AY,108,T1,JaccardSimilarity,0.10638297872340426
AY,108,T1,CosineSimilarity,0.060737567923123674
model,0,trigram.cex,JaccardSimilarity,1.0
model,0,trigram.cex,CosineSimilarity,1.0000000000000004
AY,49,T6,JaccardSimilarity,0.025380710659898477
AY,49,T6,CosineSimilarity,0.014978465478550616
AY,14,Pre,JaccardSimilarity,0.0
AY,14,Pre,CosineSimilarity,0
AY,106,T4,JaccardSimilarity,0.022857142857142857
AY,106,T4,CosineSimilarity,0.013512398651836434
AY,102,T1,JaccardSimilarity,0.04519774011299435
AY,102,T1,CosineSimilarity,0.03246615585906391
AY,85,T4,JaccardSimilarity,0.017241379310344827
AY,85,T4,CosineSimilarity,0.007812767820560724
AY,108,IP,JaccardSimilarity,0.0
AY,108,IP,CosineSimilarity,0
AY,35,T1,JaccardSimilarity,0.012422360248447204
AY,35,T1,CosineSimilarity,0.005797832606260851
AY,31,T4,JaccardSimilarity,0.13966480446927373
AY,31,T4,CosineSimilarity,0.09910582322093531
AY,38,T3,JaccardSimilarity,0.0374331550802139
AY,38,T3,CosineSimilarity,0.02074626704191246
AY,20,DP2,JaccardSimilarity,0.0718232044198895
AY,20,DP2,CosineSimilarity,0.04792880241030029
AY,42,DP,JaccardSimilarity,0.0
AY,42,DP,CosineSimilarity,0
AY,122,T6,JaccardSimilarity,0.032407407407407406
AY,122,T6,CosineSimilarity,0.01543626499903645
AY,8,IP,JaccardSimilarity,0.0
AY,8,IP,CosineSimilarity,0
AY,83,DP,JaccardSimilarity,0.0
AY,83,DP,CosineSimilarity,0
AY,16,IP,JaccardSimilarity,0.0
AY,16,IP,CosineSimilarity,0
AY,130,Pre,JaccardSimilarity,0.0
AY,130,Pre,CosineSimilarity,0
AY,63,IP,JaccardSimilarity,0.006666666666666667
AY,63,IP,CosineSimilarity,0.005043524948585374
AY,15,T6,JaccardSimilarity,0.0797872340425532
AY,15,T6,CosineSimilarity,0.06959869508888902
AY,11,T3,JaccardSimilarity,0.17318435754189945
AY,11,T3,CosineSimilarity,0.1237861104069166
AY,104,DP2,JaccardSimilarity,0.03409090909090909
AY,104,DP2,CosineSimilarity,0.023818416411043018
AY,18,T4,JaccardSimilarity,0.0603448275862069
AY,18,T4,CosineSimilarity,0.049704461981203346
AY,6,T4,JaccardSimilarity,0.04819277108433735
AY,6,T4,CosineSimilarity,0.02810317365434308
AY,2,T1,JaccardSimilarity,0.1111111111111111
AY,2,T1,CosineSimilarity,0.08709233967385191
AY,121,IP,JaccardSimilarity,0.0
AY,121,IP,CosineSimilarity,0
AY,35,DP2,JaccardSimilarity,0.03409090909090909
AY,35,DP2,CosineSimilarity,0.014377488316261835
AY,16,T1,JaccardSimilarity,0.1925925925925926
AY,16,T1,CosineSimilarity,0.16268278084021878
AY,5,T3,JaccardSimilarity,0.023121387283236993
AY,5,T3,CosineSimilarity,0.01129283967655477
AY,8,T1,JaccardSimilarity,0.012658227848101266
AY,8,T1,CosineSimilarity,0.00410727072876052
AY,1,T6,JaccardSimilarity,0.06091370558375635
AY,1,T6,CosineSimilarity,0.041146359938880286
AY,125,T4,JaccardSimilarity,0.13245033112582782
AY,125,T4,CosineSimilarity,0.10435473081808382
AY,121,T1,JaccardSimilarity,0.013513513513513514
AY,121,T1,CosineSimilarity,0.01276748713689143
AY,97,DP2,JaccardSimilarity,0.011049723756906077
AY,97,DP2,CosineSimilarity,0.0038570689659167875
AY,2,IP,JaccardSimilarity,0.0
AY,2,IP,CosineSimilarity,0
AY,4,DP2,JaccardSimilarity,0.02112676056338028
AY,4,DP2,CosineSimilarity,0.011270759780626319
AY,89,DP,JaccardSimilarity,0.006097560975609756
AY,89,DP,CosineSimilarity,0.004503941789655022
AY,63,T1,JaccardSimilarity,0.1643835616438356
AY,63,T1,CosineSimilarity,0.1211486821931857
AY,97,T4,JaccardSimilarity,0.03414634146341464
AY,97,T4,CosineSimilarity,0.01608384721042985
AY,1,Pre,JaccardSimilarity,0.0
AY,1,Pre,CosineSimilarity,0
AY,119,T6,JaccardSimilarity,0.20618556701030927
AY,119,T6,CosineSimilarity,0.1391954228733021
AY,114,T4,JaccardSimilarity,0.4620253164556962
AY,114,T4,CosineSimilarity,0.4075992309511722
AY,93,T1,JaccardSimilarity,0.030120481927710843
AY,93,T1,CosineSimilarity,0.015205496637326002
AY,79,DP,JaccardSimilarity,0.0
AY,79,DP,CosineSimilarity,0
AY,92,Pre,JaccardSimilarity,0.0
AY,92,Pre,CosineSimilarity,0
AY,56,T4,JaccardSimilarity,0.13253012048192772
AY,56,T4,CosineSimilarity,0.10028144858461081
AY,98,DP2,JaccardSimilarity,0.04
AY,98,DP2,CosineSimilarity,0.02431324239582259
AY,52,T1,JaccardSimilarity,0.088
AY,52,T1,CosineSimilarity,0.10347755860969272
AY,23,T4,JaccardSimilarity,0.1695906432748538
AY,23,T4,CosineSimilarity,0.15684493250572298
AY,30,Pre,JaccardSimilarity,0.0
AY,30,Pre,CosineSimilarity,0
AY,29,T4,JaccardSimilarity,0.031578947368421054
AY,29,T4,CosineSimilarity,0.01486297965566706
AY,24,T6,JaccardSimilarity,0.04864864864864865
AY,24,T6,CosineSimilarity,0.03839430159147705
AY,52,IP,JaccardSimilarity,0.0
AY,52,IP,CosineSimilarity,0
AY,93,IP,JaccardSimilarity,0.005952380952380952
AY,93,IP,CosineSimilarity,0.006336588058107921
AY,101,Pre,JaccardSimilarity,0.0
AY,101,Pre,CosineSimilarity,0
AY,94,T3,JaccardSimilarity,0.07792207792207792
AY,94,T3,CosineSimilarity,0.052376736960752276
AY,135,DP2,JaccardSimilarity,0.1702127659574468
AY,135,DP2,CosineSimilarity,0.17297634342819607
AY,41,Pre,JaccardSimilarity,0.0
AY,41,Pre,CosineSimilarity,0
AY,117,T3,JaccardSimilarity,0.03125
AY,117,T3,CosineSimilarity,0.012611867915157017
AY,73,DP,JaccardSimilarity,0.0
AY,73,DP,CosineSimilarity,0
AY,55,T3,JaccardSimilarity,0.11258278145695365
AY,55,T3,CosineSimilarity,0.06852094586382576
AY,51,T6,JaccardSimilarity,0.28735632183908044
AY,51,T6,CosineSimilarity,0.25814990775617463
AY,121,T3,JaccardSimilarity,0.006535947712418301
AY,121,T3,CosineSimilarity,0.0027598093222428494
AY,125,T6,JaccardSimilarity,0.16352201257861634
AY,125,T6,CosineSimilarity,0.16769986339129003
AY,112,Pre,JaccardSimilarity,0.0
AY,112,Pre,CosineSimilarity,0
AY,84,DP,JaccardSimilarity,0.0
AY,84,DP,CosineSimilarity,0
AY,11,IP,JaccardSimilarity,0.0
AY,11,IP,CosineSimilarity,0
AY,107,DP,JaccardSimilarity,0.005952380952380952
AY,107,DP,CosineSimilarity,0.0016950776724304513
AY,63,T3,JaccardSimilarity,0.1895424836601307
AY,63,T3,CosineSimilarity,0.14238896039687454
AY,16,T3,JaccardSimilarity,0.2682926829268293
AY,16,T3,CosineSimilarity,0.20345530226107633
AY,1,T4,JaccardSimilarity,0.06217616580310881
AY,1,T4,CosineSimilarity,0.0386983429658002
AY,30,DP,JaccardSimilarity,0.0
AY,30,DP,CosineSimilarity,0
AY,8,T3,JaccardSimilarity,0.023121387283236993
AY,8,T3,CosineSimilarity,0.009715493718110695
AY,52,Pre,JaccardSimilarity,0.0
AY,52,Pre,CosineSimilarity,0
AY,5,T1,JaccardSimilarity,0.006666666666666667
AY,5,T1,CosineSimilarity,0.003717132031246159
AY,18,T6,JaccardSimilarity,0.08298755186721991
AY,18,T6,CosineSimilarity,0.056988667573146405
AY,11,T1,JaccardSimilarity,0.06989247311827956
AY,11,T1,CosineSimilarity,0.04923884409662452
AY,15,T4,JaccardSimilarity,0.07692307692307693
AY,15,T4,CosineSimilarity,0.08388616565532254
AY,2,T3,JaccardSimilarity,0.2795031055900621
AY,2,T3,CosineSimilarity,0.24572359088164972
AY,6,T6,JaccardSimilarity,0.08045977011494253
AY,6,T6,CosineSimilarity,0.04656298093145686
AY,29,DP2,JaccardSimilarity,0.017341040462427744
AY,29,DP2,CosineSimilarity,0.009170202295460991
AY,122,T4,JaccardSimilarity,0.04326923076923077
AY,122,T4,CosineSimilarity,0.016389875307547597
AY,23,Pre,JaccardSimilarity,0.006622516556291391
AY,23,Pre,CosineSimilarity,0.002203270445771302
AY,5,IP,JaccardSimilarity,0.0
AY,5,IP,CosineSimilarity,0
AY,117,T1,JaccardSimilarity,0.03314917127071823
AY,117,T1,CosineSimilarity,0.014572310229583215
AY,94,T1,JaccardSimilarity,0.02
AY,94,T1,CosineSimilarity,0.018321820913351695
AY,26,DP2,JaccardSimilarity,0.02631578947368421
AY,26,DP2,CosineSimilarity,0.017397849286055513
AY,51,T4,JaccardSimilarity,0.25609756097560976
AY,51,T4,CosineSimilarity,0.2162924377136326
AY,55,T1,JaccardSimilarity,0.013157894736842105
AY,55,T1,CosineSimilarity,0.0037449310710338133
AY,18,DP2,JaccardSimilarity,0.03879310344827586
AY,18,DP2,CosineSimilarity,0.024182697044115235
AY,24,T4,JaccardSimilarity,0.034482758620689655
AY,24,T4,CosineSimilarity,0.036137901644573395
AY,29,T6,JaccardSimilarity,0.045454545454545456
AY,29,T6,CosineSimilarity,0.03993671153928818
AY,20,T1,JaccardSimilarity,0.0625
AY,20,T1,CosineSimilarity,0.04458406224792952
AY,84,DP2,JaccardSimilarity,0.06756756756756757
AY,84,DP2,CosineSimilarity,0.054941881251326166
AY,23,T6,JaccardSimilarity,0.16216216216216217
AY,23,T6,CosineSimilarity,0.12402071698765832
AY,55,IP,JaccardSimilarity,0.0
AY,55,IP,CosineSimilarity,0
AY,123,Pre,JaccardSimilarity,0.0
AY,123,Pre,CosineSimilarity,0
AY,117,IP,JaccardSimilarity,0.011560693641618497
AY,117,IP,CosineSimilarity,0.0036196726423218515
AY,94,IP,JaccardSimilarity,0.0
AY,94,IP,CosineSimilarity,0
AY,93,T3,JaccardSimilarity,0.06321839080459771
AY,93,T3,CosineSimilarity,0.044673845202617045
AY,114,T6,JaccardSimilarity,0.46107784431137727
AY,114,T6,CosineSimilarity,0.3729882526416203
AY,119,T4,JaccardSimilarity,0.17142857142857143
AY,119,T4,CosineSimilarity,0.12379234769893199
AY,97,T6,JaccardSimilarity,0.07655502392344497
AY,97,T6,CosineSimilarity,0.058184618237336415
AY,74,DP,JaccardSimilarity,0.0
AY,74,DP,CosineSimilarity,0
AY,136,DP,JaccardSimilarity,0.0
AY,136,DP,CosineSimilarity,0
AY,52,T3,JaccardSimilarity,0.1417910447761194
AY,52,T3,CosineSimilarity,0.1470346605525146
AY,117,DP2,JaccardSimilarity,0.043243243243243246
AY,117,DP2,CosineSimilarity,0.024926682420008287
AY,63,Pre,JaccardSimilarity,0.0
AY,63,Pre,CosineSimilarity,0
AY,56,T6,JaccardSimilarity,0.17964071856287425
AY,56,T6,CosineSimilarity,0.1630568756000684
AY,20,IP,JaccardSimilarity,0.006578947368421052
AY,20,IP,CosineSimilarity,0.005088657088161333
AY,121,T4,JaccardSimilarity,0.05844155844155844
AY,121,T4,CosineSimilarity,0.07134101745130662
AY,34,Pre,JaccardSimilarity,0.0
AY,34,Pre,CosineSimilarity,0
AY,125,T1,JaccardSimilarity,0.02040816326530612
AY,125,T1,CosineSimilarity,0.010900737396418643
AY,6,IP,JaccardSimilarity,0.0
AY,6,IP,CosineSimilarity,0
AY,18,IP,JaccardSimilarity,0.0
AY,18,IP,CosineSimilarity,0
AY,63,T4,JaccardSimilarity,0.2883435582822086
AY,63,T4,CosineSimilarity,0.21005285304277488
AY,16,T4,JaccardSimilarity,0.32051282051282054
AY,16,T4,CosineSimilarity,0.2430747399635186
AY,8,T4,JaccardSimilarity,0.05454545454545454
AY,8,T4,CosineSimilarity,0.022912493178282166
AY,39,DP,JaccardSimilarity,0.0
AY,39,DP,CosineSimilarity,0
AY,1,T3,JaccardSimilarity,0.09239130434782608
AY,1,T3,CosineSimilarity,0.06872935657347992
AY,5,T6,JaccardSimilarity,0.056818181818181816
AY,5,T6,CosineSimilarity,0.051872796198736984
AY,5,Pre,JaccardSimilarity,0.006493506493506494
AY,5,Pre,CosineSimilarity,0.001963172374086524
AY,11,T6,JaccardSimilarity,0.2471264367816092
AY,11,T6,CosineSimilarity,0.19235432620444112
AY,18,T1,JaccardSimilarity,0.046296296296296294
AY,18,T1,CosineSimilarity,0.036225954114438866
AY,15,T3,JaccardSimilarity,0.1165644171779141
AY,15,T3,CosineSimilarity,0.08641386372838382
AY,33,DP,JaccardSimilarity,0.005025125628140704
AY,33,DP,CosineSimilarity,0.001365204170557985
AY,2,T4,JaccardSimilarity,0.20809248554913296
AY,2,T4,CosineSimilarity,0.1672206081753904
AY,6,T1,JaccardSimilarity,0.0
AY,6,T1,CosineSimilarity,0
AY,125,IP,JaccardSimilarity,0.0
AY,125,IP,CosineSimilarity,0
AY,71,DP2,JaccardSimilarity,0.10559006211180125
AY,71,DP2,CosineSimilarity,0.06060140568039131
AY,122,T3,JaccardSimilarity,0.03271028037383177
AY,122,T3,CosineSimilarity,0.0152752084346497
AY,87,DP,JaccardSimilarity,0.005714285714285714
AY,87,DP,CosineSimilarity,0.0016372199623395287
AY,104,DP,JaccardSimilarity,0.0
AY,104,DP,CosineSimilarity,0
AY,117,T6,JaccardSimilarity,0.15053763440860216
AY,117,T6,CosineSimilarity,0.11369587836829746
AY,94,T6,JaccardSimilarity,0.05142857142857143
AY,94,T6,CosineSimilarity,0.03060655376231468
AY,77,DP,JaccardSimilarity,0.0
AY,77,DP,CosineSimilarity,0
AY,135,DP,JaccardSimilarity,0.0
AY,135,DP,CosineSimilarity,0
AY,51,T3,JaccardSimilarity,0.15950920245398773
AY,51,T3,CosineSimilarity,0.10997977251106583
AY,74,Pre,JaccardSimilarity,0.0
AY,74,Pre,CosineSimilarity,0
AY,23,IP,JaccardSimilarity,0.0
AY,23,IP,CosineSimilarity,0
AY,55,T6,JaccardSimilarity,0.07303370786516854
AY,55,T6,CosineSimilarity,0.04200502640412935
AY,24,T3,JaccardSimilarity,0.022727272727272728
AY,24,T3,CosineSimilarity,0.011169305689501795
AY,56,IP,JaccardSimilarity,0.0
AY,56,IP,CosineSimilarity,0
AY,20,T6,JaccardSimilarity,0.1348314606741573
AY,20,T6,CosineSimilarity,0.10143238361333122
AY,29,T1,JaccardSimilarity,0.023255813953488372
AY,29,T1,CosineSimilarity,0.007524654705492972
AY,114,IP,JaccardSimilarity,0.0
AY,114,IP,CosineSimilarity,0
AY,97,IP,JaccardSimilarity,0.005128205128205128
AY,97,IP,CosineSimilarity,0.0013675049432114292
AY,23,T1,JaccardSimilarity,0.045714285714285714
AY,23,T1,CosineSimilarity,0.02462481137757393
AY,93,DP2,JaccardSimilarity,0.0546448087431694
AY,93,DP2,CosineSimilarity,0.04617754837065902
AY,114,T1,JaccardSimilarity,0.13297872340425532
AY,114,T1,CosineSimilarity,0.11208976794972723
AY,93,T4,JaccardSimilarity,0.07865168539325842
AY,93,T4,CosineSimilarity,0.05350260341879865
AY,97,T1,JaccardSimilarity,0.02185792349726776
AY,97,T1,CosineSimilarity,0.009227620629248983
AY,119,T3,JaccardSimilarity,0.019704433497536946
AY,119,T3,CosineSimilarity,0.017957474449467502
AY,52,T4,JaccardSimilarity,0.1079136690647482
AY,52,T4,CosineSimilarity,0.09538374126744491
AY,56,T1,JaccardSimilarity,0.018072289156626505
AY,56,T1,CosineSimilarity,0.009503050991382288
AY,29,IP,JaccardSimilarity,0.0
AY,29,IP,CosineSimilarity,0
AY,31,DP2,JaccardSimilarity,0.00546448087431694
AY,31,DP2,CosineSimilarity,0.0014187541279933064
AY,80,DP2,JaccardSimilarity,0.05263157894736842
AY,80,DP2,CosineSimilarity,0.04861019389657585
AY,122,T1,JaccardSimilarity,0.023809523809523808
AY,122,T1,CosineSimilarity,0.012682384734881712
AY,1,IP,JaccardSimilarity,0.0
AY,1,IP,CosineSimilarity,0
AY,16,Pre,JaccardSimilarity,0.0
AY,16,Pre,CosineSimilarity,0
AY,15,T1,JaccardSimilarity,0.016483516483516484
AY,15,T1,CosineSimilarity,0.013412345705408828
AY,18,T3,JaccardSimilarity,0.060085836909871244
AY,18,T3,CosineSimilarity,0.05053726563198206
AY,11,T4,JaccardSimilarity,0.16847826086956522
AY,11,T4,CosineSimilarity,0.14562258938385494
AY,6,T3,JaccardSimilarity,0.012422360248447204
AY,6,T3,CosineSimilarity,0.003935154958054682
AY,2,T6,JaccardSimilarity,0.27485380116959063
AY,2,T6,CosineSimilarity,0.23186180327437553
AY,119,Pre,JaccardSimilarity,0.0
AY,119,Pre,CosineSimilarity,0
AY,16,T6,JaccardSimilarity,0.32679738562091504
AY,16,T6,CosineSimilarity,0.2702952689168622
AY,5,T4,JaccardSimilarity,0.040229885057471264
AY,5,T4,CosineSimilarity,0.021271646482517018
AY,34,DP,JaccardSimilarity,0.0
AY,34,DP,CosineSimilarity,0
AY,1,T1,JaccardSimilarity,0.03508771929824561
AY,1,T1,CosineSimilarity,0.01709895816323024
AY,8,T6,JaccardSimilarity,0.07272727272727272
AY,8,T6,CosineSimilarity,0.041720432755848226
AY,122,IP,JaccardSimilarity,0.005747126436781609
AY,122,IP,CosineSimilarity,0.013749067200890482
AY,125,T3,JaccardSimilarity,0.1357142857142857
AY,125,T3,CosineSimilarity,0.09291963790748049
AY,41,DP,JaccardSimilarity,0.0
AY,41,DP,CosineSimilarity,0
AY,121,T6,JaccardSimilarity,0.03571428571428571
AY,121,T6,CosineSimilarity,0.03619574802766187
AY,53,DP2,JaccardSimilarity,0.18435754189944134
AY,53,DP2,CosineSimilarity,0.15665602203220827
AY,127,Pre,JaccardSimilarity,0.0
AY,127,Pre,CosineSimilarity,0
AY,80,DP,JaccardSimilarity,0.0
AY,80,DP,CosineSimilarity,0
AY,63,T6,JaccardSimilarity,0.24157303370786518
AY,63,T6,CosineSimilarity,0.17684946427786913
AY,15,IP,JaccardSimilarity,0.0
AY,15,IP,CosineSimilarity,0
AY,103,DP,JaccardSimilarity,0.0
AY,103,DP,CosineSimilarity,0
AY,119,T1,JaccardSimilarity,0.010752688172043012
AY,119,T1,CosineSimilarity,0.009888017151503599
AY,97,T3,JaccardSimilarity,0.03296703296703297
AY,97,T3,CosineSimilarity,0.017294306101913667
AY,122,DP2,JaccardSimilarity,0.020942408376963352
AY,122,DP2,CosineSimilarity,0.01244974374209136
AY,56,Pre,JaccardSimilarity,0.0
AY,56,Pre,CosineSimilarity,0
AY,93,T6,JaccardSimilarity,0.07526881720430108
AY,93,T6,CosineSimilarity,0.048998512806546365
AY,114,T3,JaccardSimilarity,0.3902439024390244
AY,114,T3,CosineSimilarity,0.2772807917414747
AY,132,DP,JaccardSimilarity,0.0
AY,132,DP,CosineSimilarity,0
AY,56,T3,JaccardSimilarity,0.1111111111111111
AY,56,T3,CosineSimilarity,0.07763078969522477
AY,24,IP,JaccardSimilarity,0.0
AY,24,IP,CosineSimilarity,0
AY,52,T6,JaccardSimilarity,0.136986301369863
AY,52,T6,CosineSimilarity,0.15334551920770065
AY,23,T3,JaccardSimilarity,0.15294117647058825
AY,23,T3,CosineSimilarity,0.12631738325775527
AY,51,IP,JaccardSimilarity,0.0
AY,51,IP,CosineSimilarity,0
AY,116,Pre,JaccardSimilarity,0.0
AY,116,Pre,CosineSimilarity,0
AY,62,DP2,JaccardSimilarity,0.044444444444444446
AY,62,DP2,CosineSimilarity,0.029392008427506396
AY,68,Pre,JaccardSimilarity,0.008264462809917356
AY,68,Pre,CosineSimilarity,0.002941476935541429
AY,29,T3,JaccardSimilarity,0.01098901098901099
AY,29,T3,CosineSimilarity,0.0031916656118226843
AY,20,T4,JaccardSimilarity,0.09815950920245399
AY,20,T4,CosineSimilarity,0.06569324501131092
AY,24,T1,JaccardSimilarity,0.01875
AY,24,T1,CosineSimilarity,0.009500553148467547
AY,119,IP,JaccardSimilarity,0.005555555555555556
AY,119,IP,CosineSimilarity,0.008951647256147
AY,94,T4,JaccardSimilarity,0.03614457831325301
AY,94,T4,CosineSimilarity,0.02139555352604834
AY,19,Pre,JaccardSimilarity,0.0
AY,19,Pre,CosineSimilarity,0
AY,117,T4,JaccardSimilarity,0.06989247311827956
AY,117,T4,CosineSimilarity,0.042260545470829
AY,13,DP2,JaccardSimilarity,0.031446540880503145
AY,13,DP2,CosineSimilarity,0.022163231712628507
AY,55,T4,JaccardSimilarity,0.06666666666666667
AY,55,T4,CosineSimilarity,0.03821724166036696
AY,51,T1,JaccardSimilarity,0.047337278106508875
AY,51,T1,CosineSimilarity,0.021358950325611765
AY,85,Pre,JaccardSimilarity,0.0
AY,85,Pre,CosineSimilarity,0
AY,21,T4,JaccardSimilarity,0.2634730538922156
AY,21,T4,CosineSimilarity,0.283545168163788
AY,25,T1,JaccardSimilarity,0.027210884353741496
AY,25,T1,CosineSimilarity,0.03898597630934085
AY,21,DP2,JaccardSimilarity,0.21212121212121213
AY,21,DP2,CosineSimilarity,0.2084536619551575
AY,54,T4,JaccardSimilarity,0.026881720430107527
AY,54,T4,CosineSimilarity,0.009795125770887302
AY,139,DP,JaccardSimilarity,0.0
AY,139,DP,CosineSimilarity,0
AY,15,Pre,JaccardSimilarity,0.0
AY,15,Pre,CosineSimilarity,0
AY,95,T4,JaccardSimilarity,0.06486486486486487
AY,95,T4,CosineSimilarity,0.04252967282045761
AY,112,T1,JaccardSimilarity,0.006329113924050633
AY,112,T1,CosineSimilarity,0.0022474585659727543
AY,83,DP2,JaccardSimilarity,0.016483516483516484
AY,83,DP2,CosineSimilarity,0.00783569430614088
AY,98,T6,JaccardSimilarity,0.14925373134328357
AY,98,T6,CosineSimilarity,0.11292498694985059
AY,116,T4,JaccardSimilarity,0.05263157894736842
AY,116,T4,CosineSimilarity,0.029613914636677827
AY,91,T1,JaccardSimilarity,0.0273224043715847
AY,91,T1,CosineSimilarity,0.01511554969571053
AY,89,Pre,JaccardSimilarity,0.006211180124223602
AY,89,Pre,CosineSimilarity,0.005305417285584256
AY,124,Pre,JaccardSimilarity,0.0
AY,124,Pre,CosineSimilarity,0
AY,133,DP,JaccardSimilarity,0.0
AY,133,DP,CosineSimilarity,0
AY,53,T6,JaccardSimilarity,0.32335329341317365
AY,53,T6,CosineSimilarity,0.2741885997290261
